OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,ActivityEndDate,ActivityEndTime.Time,ActivityEndTime.TimeZoneCode,ActivityDepthHeightMeasure.MeasureValue,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure.MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure.MeasureValue,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,PreparationStartDate,ProviderName,ActivityStartDateTime,ActivityEndDateTime,Result
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA44883.CHEM,Sample-Routine,Water,NA,2006-12-06,12:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,33,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2006-12-08,NA,NA,NA,NA,NA,STORET,2006-12-06T17:00:00Z,NA,33
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA60982.CHEM,Sample-Routine,Water,NA,2010-02-25,12:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,40,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2010-03-02,NA,NA,NA,NA,NA,STORET,2010-02-25T17:00:00Z,NA,40
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB04218.CHEM,Sample-Routine,Other,NA,2011-07-11,03:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,38,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2011-07-18,NA,NA,NA,NA,NA,STORET,2011-07-11T08:45:00Z,NA,38
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA60684.CHEM,Sample-Routine,Water,NA,2010-01-21,12:10:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,34,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2010-01-25,NA,NA,NA,NA,NA,STORET,2010-01-21T17:10:00Z,NA,34
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA25662.CHEM,Sample-Routine,Water,NA,2005-02-09,02:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,776,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,32,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2005-02-28,NA,NA,NA,NA,NA,STORET,2005-02-09T07:15:00Z,NA,32
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA02493.CHEM,Sample-Routine,Water,NA,2000-10-11,01:20:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,94.529,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YSI-ISE,INSTOR_WQX,YSI-ISE,NA,NA,2000-10-11,NA,NA,NA,NA,NA,STORET,2000-10-11T06:20:00Z,NA,94.529
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA20105.CHEM,Sample-Routine,Water,NA,2003-11-24,01:15:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,32,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2003-12-11,NA,NA,NA,NA,NA,STORET,2003-11-24T06:15:00Z,NA,32
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA54342.CHEM,Sample-Routine,Water,NA,2008-08-04,01:10:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,44,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2008-08-08,NA,NA,NA,NA,NA,STORET,2008-08-04T06:10:00Z,NA,44
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA24097.CHEM,Sample-Routine,Water,NA,2004-09-15,02:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,43,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2004-09-27,NA,NA,NA,NA,NA,STORET,2004-09-15T07:00:00Z,NA,43
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI27411.CHEM,Sample-Routine,Water,NA,1999-06-08,04:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,INSTOR_WQX-1937,Sample Collector Initials not Recognized: NULL.,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,33,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325,INSTOR_WQX,325,NA,TestAmerica,NA,NA,NA,NA,NA,NA,STORET,1999-06-08T09:00:00Z,NA,33
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA15829.CHEM,Sample-Routine,Water,NA,2003-05-21,03:40:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,33,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2003-06-11,NA,NA,NA,NA,NA,STORET,2003-05-21T08:40:00Z,NA,33
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA18727.CHEM,Sample-Routine,Water,NA,2003-09-24,12:55:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,36,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2003-10-14,NA,NA,NA,NA,NA,STORET,2003-09-24T17:55:00Z,NA,36
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI33425.CHEM,Sample-Routine,Water,NA,2002-01-16,02:25:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,NA,INSTOR_WQX-1937,Sample Collector Initials not Recognized: NULL.,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,32.7897,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2002-01-29,NA,NA,NA,NA,NA,STORET,2002-01-16T07:25:00Z,NA,32.7897
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA56248.CHEM,Sample-Routine,Water,NA,2009-02-17,12:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,908,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,31,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2009-02-23,NA,NA,NA,NA,NA,STORET,2009-02-17T17:30:00Z,NA,31
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA44355.CHEM,Sample-Routine,Water,NA,2006-09-05,02:05:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,43,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2006-09-13,NA,NA,NA,NA,NA,STORET,2006-09-05T07:05:00Z,NA,43
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA20472.CHEM,Sample-Routine,Water,NA,2004-01-15,12:40:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,36,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2004-02-02,NA,NA,NA,NA,NA,STORET,2004-01-15T17:40:00Z,NA,36
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA46443.CHEM,Sample-Routine,Water,NA,2007-04-12,01:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,853,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,33,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2007-05-01,NA,NA,NA,NA,NA,STORET,2007-04-12T06:00:00Z,NA,33
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI28995.CHEM,Sample-Routine,Water,NA,2000-02-22,09:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,INSTOR_WQX-1937,Sample Collector Initials not Recognized: NULL.,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,42,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2000-02-22T14:45:00Z,NA,42
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA02322.CHEM,Sample-Routine,Water,NA,2000-10-03,11:35:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,188.5,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YSI-ISE,INSTOR_WQX,YSI-ISE,NA,NA,2000-10-03,NA,NA,NA,NA,NA,STORET,2000-10-03T16:35:00Z,NA,188.5
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB00464.CHEM,Sample-Routine,Other,NA,2010-07-21,01:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,37,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2010-08-02,NA,NA,NA,NA,NA,STORET,2010-07-21T06:00:00Z,NA,37
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA17964.CHEM,Sample-Routine,Water,NA,2003-08-20,01:10:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,42,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2003-09-04,NA,NA,NA,NA,NA,STORET,2003-08-20T06:10:00Z,NA,42
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA47305.CHEM,Sample-Routine,Water,NA,2007-05-09,02:05:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,853,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,34,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2007-05-23,NA,NA,NA,NA,NA,STORET,2007-05-09T07:05:00Z,NA,34
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA58635.CHEM,Sample-Routine,Water,NA,2009-09-17,01:35:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,908,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,37,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2009-09-25,NA,NA,NA,NA,NA,STORET,2009-09-17T06:35:00Z,NA,37
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA23551.CHEM,Sample-Routine,Water,NA,2004-08-05,08:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,36,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2004-08-23,NA,NA,NA,NA,NA,STORET,2004-08-05T13:30:00Z,NA,36
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI30723.CHEM,Sample-Routine,Water,NA,2000-11-16,02:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,INSTOR_WQX-1937,Sample Collector Initials not Recognized: NULL.,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,38,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,NA,NA,NA,NA,NA,NA,NA,STORET,2000-11-16T07:00:00Z,NA,38
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB14457.CHEM,Sample-Routine,Other,NA,2013-09-24,02:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,30,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2013-10-15,NA,NA,NA,NA,NA,STORET,2013-09-24T07:00:00Z,NA,30
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA51558.CHEM,Sample-Routine,Water,NA,2008-04-24,12:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,30,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2008-05-08,NA,NA,NA,NA,NA,STORET,2008-04-24T17:30:00Z,NA,30
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA14278.CHEM,Sample-Routine,Water,NA,2002-11-20,01:25:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,42,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2002-12-16,NA,NA,NA,NA,NA,STORET,2002-11-20T06:25:00Z,NA,42
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI33641.CHEM,Sample-Routine,Water,NA,2002-02-13,02:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,NA,INSTOR_WQX-1937,Sample Collector Initials not Recognized: NULL.,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,28.8465,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2002-03-05,NA,NA,NA,NA,NA,STORET,2002-02-13T07:45:00Z,NA,28.8465
INSTOR_WQX,Indiana STORET,INSTOR_WQX-DI27799.CHEM,Sample-Routine,Water,NA,1999-08-26,10:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,INSTOR_WQX-1937,Sample Collector Initials not Recognized: NULL.,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,34,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325,INSTOR_WQX,325,NA,ISDH,NA,NA,NA,NA,NA,NA,STORET,1999-08-26T15:00:00Z,NA,34
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA49974.CHEM,Sample-Routine,Water,NA,2007-11-20,12:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,853,NA,INSTOR_WQX-1937,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,39,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2007-11-30,NA,NA,NA,NA,NA,STORET,2007-11-20T17:45:00Z,NA,39
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB02945.CHEM,Sample-Routine,Other,NA,2011-04-05,02:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,INSTOR_WQX-1938,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,24,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2011-04-15,NA,NA,NA,NA,NA,STORET,2011-04-05T07:45:00Z,NA,24
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB26107.CHEM,Sample-Routine,Other,NA,2016-07-19,01:50:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026,NA,INSTOR_WQX-1938,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,30,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2016-07-21,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2016-07-19T06:50:00Z,NA,30
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB30074.CHEM,Sample-Routine,Other,NA,2017-08-24,01:00:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2038,NA,INSTOR_WQX-1938,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,28,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2017-08-31,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2017-08-24T06:00:00Z,NA,28
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB10406.CHEM,Sample-Routine,Other,NA,2012-10-17,03:40:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1927,NA,INSTOR_WQX-1938,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,26,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2012-10-25,NA,NA,NA,NA,NA,STORET,2012-10-17T08:40:00Z,NA,26
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB30410.CHEM,Sample-Routine,Other,NA,2017-09-28,11:20:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2038,NA,INSTOR_WQX-1938,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,29,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2017-10-03,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2017-09-28T16:20:00Z,NA,29
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB38987.CHEM,Sample-Routine,Water,NA,2019-06-20,01:50:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2083,NA,INSTOR_WQX-1938,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,20,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2019-07-08,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2019-06-20T06:50:00Z,NA,20
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB23881.CHEM,Sample-Routine,Other,NA,2015-12-07,02:30:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,INSTOR_WQX-1938,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,30,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2015-12-15,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2015-12-07T07:30:00Z,NA,30
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA42238.CHEM,Sample-Routine,Water,NA,2006-06-06,01:25:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819,NA,INSTOR_WQX-1938,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,25,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2006-06-09,NA,NA,NA,NA,NA,STORET,2006-06-06T06:25:00Z,NA,25
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA58379.CHEM,Sample-Routine,Water,NA,2009-06-16,12:40:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,908,NA,INSTOR_WQX-1938,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,20,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2009-06-22,NA,NA,NA,NA,NA,STORET,2009-06-16T17:40:00Z,NA,20
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AA51323.CHEM,Sample-Routine,Water,NA,2008-03-06,12:40:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885,NA,INSTOR_WQX-1938,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,19,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,0,ft,NA,NA,NA,325.2,INSTOR_WQX,325.2,NA,ISDH,2008-03-10,NA,NA,NA,NA,NA,STORET,2008-03-06T17:40:00Z,NA,19
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB23393.CHEM,Sample-Routine,Other,NA,2015-10-12,02:45:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,NA,INSTOR_WQX-1938,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,29,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2015-10-22,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2015-10-12T07:45:00Z,NA,29
INSTOR_WQX,Indiana STORET,INSTOR_WQX-AB30873.CHEM,Quality Control Sample-Field Replicate,Other,NA,2017-10-25,01:40:00,EST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2038,NA,INSTOR_WQX-1938,NA,NA,NA,NA,Unknown,Unknown,Unknown,Miscellaneous (Other),NA,Chloride,Total,27,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SM4500Cl-E,INSTOR_WQX,SM4500Cl-E,NA,ISDH,2017-11-03,NA,Laboratory Reporting Level,5,mg/l,NA,STORET,2017-10-25T06:40:00Z,NA,27
