OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,ActivityEndDate,ActivityEndTime.Time,ActivityEndTime.TimeZoneCode,ActivityDepthHeightMeasure.MeasureValue,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure.MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure.MeasureValue,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,PreparationStartDate,ProviderName,ActivityStartDateTime,ActivityEndDateTime,Result
21MICH_WQX,Michigan DEQ,21MICH_WQX-540202_11/26/2018,Sample-Routine,Water,NA,2018-11-26,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-540202,NA,NA,NA,NA,NA,NA,NA,Van Dorn Bottle,NA,Chloride,Total,3,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.2,USEPA,Chloride by Colorimetric Analysis II,https://www.nemi.gov/methods/method_summary/5765/,NA,NA,NA,NA,NA,NA,NA,STORET,2018-11-26T14:00:00Z,NA,3
21MICH_WQX,Michigan DEQ,21MICH_WQX-540202_11/12/2012,Sample-Routine,Water,NA,2012-11-12,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-540202,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,3.1,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2012-11-12T14:00:00Z,NA,3.1
21MICH_WQX,Michigan DEQ,21MICH_WQX-540202_5/1/2017,Sample-Routine,Water,NA,2017-05-01,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-540202,NA,NA,NA,NA,NA,NA,NA,Van Dorn Bottle,NA,Chloride,Total,2.1,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.2,USEPA,Chloride by Colorimetric Analysis II,https://www.nemi.gov/methods/method_summary/5765/,NA,NA,NA,NA,NA,NA,NA,STORET,2017-05-01T14:00:00Z,NA,2.1
21MICH_WQX,Michigan DEQ,21MICH_WQX-540202_5/7/2018,Sample-Routine,Water,NA,2018-05-07,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-540202,NA,NA,NA,NA,NA,NA,NA,Van Dorn Bottle,NA,Chloride,Total,2.4,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.2,USEPA,Chloride by Colorimetric Analysis II,https://www.nemi.gov/methods/method_summary/5765/,NA,NA,NA,NA,NA,NA,NA,STORET,2018-05-07T14:00:00Z,NA,2.4
21MICH_WQX,Michigan DEQ,21MICH_WQX-540202_9/17/2013,Sample-Routine,Water,NA,2013-09-17,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-540202,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,3.110805,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2013-09-17T14:00:00Z,NA,3.110805
21MICH_WQX,Michigan DEQ,21MICH_WQX-540202_7/24/2013,Sample-Routine,Water,NA,2013-07-24,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-540202,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,2.715633,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2013-07-24T14:00:00Z,NA,2.715633
21MICH_WQX,Michigan DEQ,21MICH_WQX-540202_11/5/2013,Sample-Routine,Water,NA,2013-11-05,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-540202,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,61.18733,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2013-11-05T14:00:00Z,NA,61.18733
21MICH_WQX,Michigan DEQ,21MICH_WQX-540202_11/27/2017,Sample-Routine,Water,NA,2017-11-27,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-540202,NA,NA,NA,NA,NA,NA,NA,Van Dorn Bottle,NA,Chloride,Total,2.4,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.2,USEPA,Chloride by Colorimetric Analysis II,https://www.nemi.gov/methods/method_summary/5765/,NA,NA,NA,NA,NA,NA,NA,STORET,2017-11-27T14:00:00Z,NA,2.4
21MICH_WQX,Michigan DEQ,21MICH_WQX-540202_7/23/2012,Sample-Routine,Water,NA,2012-07-23,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-540202,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,3,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2012-07-23T14:00:00Z,NA,3
21MICH_WQX,Michigan DEQ,21MICH_WQX-540202_9/25/2017,Sample-Routine,Water,NA,2017-09-25,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-540202,NA,NA,NA,NA,NA,NA,NA,Van Dorn Bottle,NA,Chloride,Total,3.4,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.2,USEPA,Chloride by Colorimetric Analysis II,https://www.nemi.gov/methods/method_summary/5765/,NA,NA,NA,NA,NA,NA,NA,STORET,2017-09-25T14:00:00Z,NA,3.4
21MICH_WQX,Michigan DEQ,21MICH_WQX-540202_9/17/2018,Sample-Routine,Water,NA,2018-09-17,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-540202,NA,NA,NA,NA,NA,NA,NA,Van Dorn Bottle,NA,Chloride,Total,2.6,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.2,USEPA,Chloride by Colorimetric Analysis II,https://www.nemi.gov/methods/method_summary/5765/,NA,NA,NA,NA,NA,NA,NA,STORET,2018-09-17T14:00:00Z,NA,2.6
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_6/29/2010,Sample-Routine,Water,NA,2010-06-29,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,7,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2010-06-29T14:00:00Z,NA,7
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_7/31/2012,Sample-Routine,Water,NA,2012-07-31,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,9.2,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2012-07-31T14:00:00Z,NA,9.2
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_10/27/2010,Sample-Routine,Water,NA,2010-10-27,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,7,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2010-10-27T14:00:00Z,NA,7
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_5/18/2011,Sample-Routine,Water,NA,2011-05-18,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,4.3,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2011-05-18T14:00:00Z,NA,4.3
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_7/9/2012,Sample-Routine,Water,NA,2012-07-09,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,7.4,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2012-07-09T14:00:00Z,NA,7.4
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_6/23/2011,Sample-Routine,Water,NA,2011-06-23,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,7.4,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2011-06-23T14:00:00Z,NA,7.4
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_4/14/2011,Sample-Routine,Water,NA,2011-04-14,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,5.6,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2011-04-14T14:00:00Z,NA,5.6
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_8/10/2011,Sample-Routine,Water,NA,2011-08-10,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,9.6,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2011-08-10T14:00:00Z,NA,9.6
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_9/25/2012,Sample-Routine,Water,NA,2012-09-25,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,13,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2012-09-25T14:00:00Z,NA,13
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_4/25/2012,Sample-Routine,Water,NA,2012-04-25,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,7.9,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2012-04-25T14:00:00Z,NA,7.9
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_5/5/2010,Sample-Routine,Water,NA,2010-05-05,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,7,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2010-05-05T14:00:00Z,NA,7
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_10/22/2012,Sample-Routine,Water,NA,2012-10-22,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,10,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2012-10-22T14:00:00Z,NA,10
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_3/26/2012,Sample-Routine,Water,NA,2012-03-26,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,5.7,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2012-03-26T14:00:00Z,NA,5.7
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_9/8/2011,Sample-Routine,Water,NA,2011-09-08,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,9.2,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2011-09-08T14:00:00Z,NA,9.2
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_11/1/2012,Sample-Routine,Water,NA,2012-11-01,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,11,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2012-11-01T14:00:00Z,NA,11
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_9/20/2011,Sample-Routine,Water,NA,2011-09-20,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,11,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2011-09-20T14:00:00Z,NA,11
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_9/5/2013,Sample-Routine,Water,NA,2013-09-05,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,7.325342,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2013-09-05T14:00:00Z,NA,7.325342
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_9/4/2012,Sample-Routine,Water,NA,2012-09-04,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,12,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2012-09-04T14:00:00Z,NA,12
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_11/7/2013,Sample-Routine,Water,NA,2013-11-07,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,8.807697,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2013-11-07T14:00:00Z,NA,8.807697
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_6/28/2012,Sample-Routine,Water,NA,2012-06-28,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,7.9,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2012-06-28T14:00:00Z,NA,7.9
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_6/4/2012,Sample-Routine,Water,NA,2012-06-04,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,7.1,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2012-06-04T14:00:00Z,NA,7.1
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_4/28/2011,Sample-Routine,Water,NA,2011-04-28,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,5,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2011-04-28T14:00:00Z,NA,5
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_6/3/2013,Sample-Routine,Water,NA,2013-06-03,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,5.792192,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2013-06-03T14:00:00Z,NA,5.792192
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_7/28/2011,Sample-Routine,Water,NA,2011-07-28,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,9,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2011-07-28T14:00:00Z,NA,9
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_11/13/2012,Sample-Routine,Water,NA,2012-11-13,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,8.8,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2012-11-13T14:00:00Z,NA,8.8
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_8/30/2010,Sample-Routine,Water,NA,2010-08-30,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,8,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2010-08-30T14:00:00Z,NA,8
21MICH_WQX,Michigan DEQ,21MICH_WQX-550038_7/25/2013,Sample-Routine,Water,NA,2013-07-25,10:00:00,EDT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WCMP,NA,21MICH_WQX-550038,NA,NA,NA,NA,MDEQ_SCP,MDEQQAPP,Surface Water Sample Collection QAPP,Van Dorn Bottle,NA,Chloride,Total,8.326629,mg/l,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325.1,USEPA,Chloride by Colorimetric Analysis I,https://www.nemi.gov/methods/method_summary/5771/,NA,NA,NA,NA,NA,NA,NA,STORET,2013-07-25T14:00:00Z,NA,8.326629
