OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ProviderName
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15214,LMG-04-0008,River/Stream,Location in Coffee Creek Park off of Morgan Avenue.  Samples taken by walking pier.,04040001,NA,NA,NA,NA,41.608867,-87.049684,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15215,LMG-04-0009,River/Stream,Calumet Road,04040001,NA,NA,NA,NA,41.599712,-87.048395,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15216,LMG-04-0010,River/Stream,CR 1050 N,04040001,NA,NA,NA,NA,41.586329,-87.061366,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15217,LMG-04-0011,River/Stream,CR 1100 N,04040001,NA,NA,NA,NA,41.593686,-87.040189,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15218,LMG-04-0012,River/Stream,Unnamed Road,04040001,NA,NA,NA,NA,41.57013,-87.030305,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15219,LMG-04-0013,River/Stream,CR 200 E,04040001,NA,NA,NA,NA,41.571135,-87.027963,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15220,LMG-04-0014,River/Stream,CR 200 E,04040001,NA,NA,NA,NA,41.573136,-87.028068,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15221,LMG-04-0015,River/Stream,Mander Road,04040001,NA,NA,NA,NA,41.555632,-87.007617,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15222,LMG-04-0016,River/Stream,Old Suman Road,04040001,NA,NA,NA,NA,41.542129,-87.003628,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15223,LMG-04-0017,River/Stream,Indian Boundary Road,04040001,NA,NA,NA,NA,41.616913,-87.03231,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15224,LMG-04-0018,River/Stream,CR 1050 N (Previously listed incorrectly as CR 400 N),04040001,NA,NA,NA,NA,41.585804,-87.009135,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15225,LMG-04-0019,River/Stream,CR 400 E (Previously listed incorrectly as CR 450 E),04040001,NA,NA,NA,NA,41.571279,-86.989096,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15226,LMG-04-0020,River/Stream,Woodlan Road,04040001,NA,NA,NA,NA,41.616947,-87.022035,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15227,LMG-04-0021,River/Stream,CR 1300 N,04040001,NA,NA,NA,NA,41.62249,-87.010524,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15228,LMG-04-0022,River/Stream,CR 1200 N,04040001,NA,NA,NA,NA,41.606911,-86.989634,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15229,LMG-04-0023,River/Stream,CR 400 E,04040001,NA,NA,NA,NA,41.593937,-86.989876,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15230,LMG-04-0024,River/Stream,CR 475 E,04040001,NA,NA,NA,NA,41.593799,-86.975069,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15231,LMG-04-0025,River/Stream,CR 450 E,04040001,NA,NA,NA,NA,41.609392,-86.980248,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15232,LMG-04-0026,River/Stream,CR 1300 N,04040001,NA,NA,NA,NA,41.622471,-86.987077,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15233,LMG-04-0027,River/Stream,CR 450 E,04040001,NA,NA,NA,NA,41.623877,-86.980522,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15234,LMG-04-0028,River/Stream,CR 600 E,04040001,NA,NA,NA,NA,41.6274,-86.951488,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15235,LMG-04-0029,River/Stream,CR 1350 N,04040001,NA,NA,NA,NA,41.629716,-86.941804,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15236,LMG-04-0030,River/Stream,CR 600 E,04040001,NA,NA,NA,NA,41.64406,-86.951364,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15237,LMG-04-0031,River/Stream,CR 1500 N,04040001,NA,NA,NA,NA,41.651302,-86.941878,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15238,LMG-04-0032,River/Stream,CR 1500 N,04040001,NA,NA,NA,NA,41.651432,-86.9325,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15239,LMG-04-0033,River/Stream,CR 1275 N,04040001,NA,NA,NA,NA,41.617216,-86.946359,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15240,LMG-04-0034,River/Stream,CR 1200 N,04040001,NA,NA,NA,NA,41.606993,-86.948035,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15241,LMG-04-0035,River/Stream,CR 1200 N,04040001,NA,NA,NA,NA,41.602435,-86.936543,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15242,LMG-04-0036,River/Stream,CR 1275 N,04040001,NA,NA,NA,NA,41.61722,-86.941943,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15243,LMG-04-0037,River/Stream,Snyder Road,04040001,NA,NA,NA,NA,41.598106,-86.92209,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,091,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15244,LMG-04-0038,River/Stream,County Line Rd,04040001,NA,NA,NA,NA,41.621951,-86.932241,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,091,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15245,LMG-04-0039,River/Stream,Ottis Rd,04040001,NA,NA,NA,NA,41.6127529502,-86.9060301469,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,091,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15246,LMG-04-0040,River/Stream,Snyder Road,04040001,NA,NA,NA,NA,41.599986,-86.895417,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,091,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15247,LMG-04-0041,River/Stream,Holmesville Road,04040001,NA,NA,NA,NA,41.614002,-86.885886,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,091,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15248,LMG-04-0042,River/Stream,Holmesville Road,04040001,NA,NA,NA,NA,41.602372,-86.880367,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,091,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15249,LMG-03-0002,River/Stream,United States Highway 20,04040001,NA,NA,NA,NA,41.599583,-87.146438,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15250,LMG-04-0043,River/Stream,IN Lakeshore National Park Service property.  Downstream of Mittal Discharge and upstream of Salt Creek confluence,04040001,NA,NA,NA,NA,41.611505,-87.150245,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15251,LMG-04-0044,River/Stream,IN Lakeshore National Lakeshore property Downstream of Mittal Discharge,04040001,NA,NA,NA,NA,41.612456,-87.147137,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15394,LMG-04-0045,River/Stream,North side of South Shore RR Tracks - off of US-12,04040001,NA,NA,NA,NA,41.6194,-87.1453,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-15679,LMG-05-0015,River/Stream,Clay Street,04040001,NA,NA,NA,NA,41.4470486691,-87.2776187583,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,089,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-16053,LMJ-19-0002,River/Stream,Pedestrian Walk Bridge off of Waterfall Dr,04050001,NA,NA,NA,NA,41.685899,-85.970406,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17306,LMJ-22-0001,River/Stream,Kamm Island,04050001,NA,NA,NA,NA,41.6645518068,-86.1868367769,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,141,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17307,LMJ-08-0079,River/Stream,CR 750 W,04050001,NA,NA,NA,NA,41.7338634045,-85.1270133719,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17309,LMJ-19-0004,River/Stream,CR 11,04050001,NA,NA,NA,NA,41.5891307825,-85.9501090221,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17310,LMJ-19-0005,River/Stream,Phaeton Place,04050001,NA,NA,NA,NA,41.6637058561,-85.9276482217,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17313,LMJ-16-0044,River/Stream,CR 100 S,04050001,NA,NA,NA,NA,41.3413314864,-85.4541820858,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,113,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17314,LMJ-11-0021,River/Stream,CR 800 W,04050001,NA,NA,NA,NA,41.738821806,-85.5806962101,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,087,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17316,LMJ-18-0005,River/Stream,CR 42,04050001,NA,NA,NA,NA,41.5246296408,-85.6814032486,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17319,LMG-04-0048,River/Stream,CR 1300 N,04040001,NA,NA,NA,NA,41.6217970059,-86.9832342135,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17320,LMJ-22-0002,River/Stream,Warren Golf Course,04050001,NA,NA,NA,NA,41.715323517,-86.2289886985,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,141,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17322,LMJ-17-0040,River/Stream,Elkhart County Gravel,04050001,NA,NA,NA,NA,41.4481370764,-85.8360611032,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17323,LMJ-20-0007,River/Stream,CR 17,04050001,NA,NA,NA,NA,41.7057265989,-85.8894396165,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17325,LMJ-16-0045,River/Stream,N Finlandia Way,04050001,NA,NA,NA,NA,41.3693072679,-85.4879962174,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,113,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17328,LMG-03-0017,River/Stream,US 30,04040001,NA,NA,NA,NA,41.4599420452,-87.1031842652,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17330,LMJ-18-0006,River/Stream,River Preserve Park,04050001,NA,NA,NA,NA,41.5033543217,-85.7746706716,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17331,LMG-05-0041,River/Stream,White Hawk Golf Course,04040001,NA,NA,NA,NA,41.4305224707,-87.3723112063,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,089,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17332,LMJ-10-0093,River/Stream,CR 200 N,04050001,NA,NA,NA,NA,41.6691974079,-84.91155355,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,151,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17333,LMJ-19-0006,River/Stream,Wakefield Road,04050001,NA,NA,NA,NA,41.6155575284,-85.87873286,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17340,LMJ-11-0022,River/Stream,CR 750 E,04050001,NA,NA,NA,NA,41.6810968759,-85.2861966321,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,087,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17342,LMG-03-0018,River/Stream,McCool Road,04040001,NA,NA,NA,NA,41.5887772301,-87.14498493,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17344,LMJ-18-0007,River/Stream,Baintertown Public Access,04050001,NA,NA,NA,NA,41.517540839,-85.8099985507,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17348,LMJ-18-0008,River/Stream,N 1050 W,04050001,NA,NA,NA,NA,41.438185613900004,-85.624472642,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,113,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17354,LMG-04-0049,River/Stream,Howe Road,04040001,NA,NA,NA,NA,41.6209382598,-87.0909019367,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17359,LMJ-16-0046,River/Stream,CR 50 W,04050001,NA,NA,NA,NA,41.3820814098,-85.4430472868,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,113,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17388,LMJ-10-0094,River/Stream,CR 275 S,04050001,NA,NA,NA,NA,41.6061167839,-85.2369655984,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,087,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17390,LMJ-11-0025,River/Stream,CR 100 S,04050001,NA,NA,NA,NA,41.6276178526,-85.337141309,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,087,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17392,LMJ-22-0004,River/Stream,Saint Patrick's Park,04050001,NA,NA,NA,NA,41.746944283,-86.2715515201,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,141,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17396,LMJ-20-0009,River/Stream,CR 23,04050001,NA,NA,NA,NA,41.6616089875,-85.8352734313,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,039,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17399,LMG-05-0045,River/Stream,W Old Lincoln Highway,04040001,NA,NA,NA,NA,41.4850203571,-87.3388015902,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,089,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-17486,LMG-06-0022,Canal Transport,South of Chicago Ave.,04040001,NA,NA,NA,NA,41.628480295,-87.4711374158,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,089,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-1898,LMM010-0001,Canal Transport,"Mouth at LTV Steel, East Chicago",04040001,NA,NA,NA,NA,41.6726426468,-87.442346122,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,089,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-1899,LMG020-0003,Canal Transport,"Dickey Rd, East Chicago",04040001,NA,NA,NA,NA,41.6551139885,-87.459286188,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,089,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-1900,LMG020-0004,Canal Transport,"Columbus Dr, East Chicago",04040001,NA,NA,NA,NA,41.6393928999,-87.4712946833,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,089,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-1901,LMG020-0005,Canal Transport,"Indianapolis Blvd, East Chicago",04040001,NA,NA,NA,NA,41.6466557624,-87.4807789194,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,089,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-1915,LMG060-0005,River/Stream,"Crisman Rd near SR 249, Portage",04040001,NA,NA,NA,NA,41.6126121512,-87.1740451808,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-1916,LMG040-0003,River/Stream,"Portage Boat Yard Dock, Portage",04040001,NA,NA,NA,NA,41.6024729357,-87.1934273327,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-1917,LMG060-0006,River/Stream,"Midwest Steel Catwalk, Portage - Outlet to Lake Michigan",04040001,NA,NA,NA,NA,41.6313888888,-87.1766666666,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-1918,LMG060-0007,River/Stream,"US 12, Portage Public Marina",04040001,NA,NA,NA,NA,41.6184014371,-87.1763269266,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-1920,LMG050-0006,River/Stream,"US 20, Portage",04040001,NA,NA,NA,NA,41.5996800382,-87.1463996993,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-1921,LMG050-0007,River/Stream,"SR 130 Bridge, Below STP, Near Valparaiso",04040001,NA,NA,NA,NA,41.4987988867,-87.1412589427,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-1922,LMG060-0008,River/Stream,"SR 149, S of US Hwy 12, NW of Porter",04040001,NA,NA,NA,NA,41.6168180487,-87.1262215881,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,127,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-1924,LMG070-0005,River/Stream,"Kruegar Park Bridge, Michigan City",04040001,NA,NA,NA,NA,41.7228379702,-86.8753610966,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,091,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-1925,LMG070-0006,River/Stream,"Walker St, Michigan City",04040001,NA,NA,NA,NA,41.7169444444,-86.8894444444,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,091,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-1926,LMG070-0007,River/Stream,"Franklin St, Michigan City",04040001,NA,NA,NA,NA,41.7227820902,-86.9046766743,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,091,NA,NA,NA,NA,NA,NA,NA,NA,STORET
INSTOR_WQX,Indiana STORET,INSTOR_WQX-1927,LMG070-0008,River/Stream,"US 12 Bridge, Michigan City",04040001,NA,NA,NA,NA,41.7212200266,-86.8963860698,NA,NA,NA,Unknown,UNKWN,NA,NA,NA,NA,NA,NA,US,18,091,NA,NA,NA,NA,NA,NA,NA,NA,STORET
